,id,full_name,first_name,last_name,is_active
1225,101145,Monta Ellis,Monta,Ellis,0
1226,442,Pervis Ellison,Pervis,Ellison,0
1227,600010,Len Elmore,Len,Elmore,0
1228,1922,Francisco Elson,Francisco,Elson,0
1229,76667,Darrell Elston,Darrell,Elston,0
1230,2408,Melvin Ely,Melvin,Ely,0
1231,203954,Joel Embiid,Joel,Embiid,1
1232,76668,Wayne Embry,Wayne,Embry,0
1233,2765,Andre Emmett,Andre,Emmett,0
1234,76669,Ned Endress,Ned,Endress,0
1235,76670,Chris Engler,Chris,Engler,0
1236,76671,Wayne Englestad,Wayne,Englestad,0
1237,76672,A.J. English,A.J.,English,0
1238,76673,Alex English,Alex,English,0
1239,76674,Claude English,Claude,English,0
1240,76676,Jojo English,Jojo,English,0
1241,203119,Kim English,Kim,English,0
1242,76675,Scott English,Scott,English,0
1243,76677,Gene Englund,Gene,Englund,0
1244,203898,Tyler Ennis,Tyler,Ennis,0
1245,203516,James Ennis III,James,Ennis III,0
1246,76678,Ray Epps,Ray,Epps,0
1247,201623,Semih Erden,Semih,Erden,0
1248,76679,Bo Erias,Bo,Erias,0
1249,76680,Keith Erickson,Keith,Erickson,0
1250,76681,Julius Erving,Julius,Erving,0
1251,1915,Evan Eschmeyer,Evan,Eschmeyer,0
1252,76682,Jack Eskridge,Jack,Eskridge,0
1253,76683,Vincenzo Esposito,Vincenzo,Esposito,0
1254,1629234,Drew Eubanks,Drew,Eubanks,1
1255,76687,Bob Evans,Bob,Evans,0
1256,967,Brian Evans,Brian,Evans,0
1257,76685,Earl Evans,Earl,Evans,0
1258,1628980,Jacob Evans,Jacob,Evans,0
1259,1628393,Jawun Evans,Jawun,Evans,0
1260,202379,Jeremy Evans,Jeremy,Evans,0
1261,2230,Maurice Evans,Maurice,Evans,0
1262,76686,Mike Evans,Mike,Evans,0
1263,2501,Reggie Evans,Reggie,Evans,0
1264,201936,Tyreke Evans,Tyreke,Evans,0
1265,101137,Daniel Ewing,Daniel,Ewing,0
1266,121,Patrick Ewing,Patrick,Ewing,0
1267,201607,Patrick Ewing,Patrick,Ewing,0
1268,203957,Dante Exum,Dante,Exum,0
1269,201963,Christian Eyenga,Christian,Eyenga,0
1270,203105,Festus Ezeli,Festus,Ezeli,0
1271,76689,Johnny Ezersky,Johnny,Ezersky,0
1272,76690,Joe Fabel,Joe,Fabel,0
1273,76691,John Fairchild,John,Fairchild,0
1274,1629605,Tacko Fall,Tacko,Fall,0
1275,76692,Phil Farbman,Phil,Farbman,0
1276,202702,Kenneth Faried,Kenneth,Faried,0
1277,76693,Dick Farley,Dick,Farley,0
1278,200770,Jordan Farmar,Jordan,Farmar,0
1279,2824,Desmon Farmer,Desmon,Farmer,0
1280,76695,Jim Farmer,Jim,Farmer,0
1281,76694,Mike Farmer,Mike,Farmer,0
1282,1108,Tony Farmer,Tony,Farmer,0
1283,76696,Bob Faught,Bob,Faught,0
1284,203543,Vitor Faverani,Vitor,Faverani,0
1285,202324,Derrick Favors,Derrick,Favors,1
1286,201174,Nick Fazekas,Nick,Fazekas,0
1287,76697,Dave Fedor,Dave,Fedor,0
1288,76698,Bob Feerick,Bob,Feerick,0
1289,76699,Butch Feher,Butch,Feher,0
1290,994,Jamie Feick,Jamie,Feick,0
1291,76701,Ron Feiereisel,Ron,Feiereisel,0
1292,76702,George Feigenbaum,George,Feigenbaum,0
1293,76703,Dave Feitl,Dave,Feitl,0
1294,1627770,Kay Felder,Kay,Felder,0
1295,1626245,Cristiano Felicio,Cristiano,Felicio,0
1296,203467,Carrick Felix,Carrick,Felix,0
1297,101230,Noel Felix,Noel,Felix,0
1298,76704,Ray Felix,Ray,Felix,0
1299,101109,Raymond Felton,Raymond,Felton,0
1300,76705,Jake Fendley,Jake,Fendley,0
1301,76706,Bill Fenley,Bill,Fenley,0
1302,2724,Desmond Ferguson,Desmond,Ferguson,0
1303,1628390,Terrance Ferguson,Terrance,Ferguson,0
1304,201164,Rudy Fernandez,Rudy,Fernandez,0
1305,1628981,Bruno Fernando,Bruno,Fernando,1
1306,76707,Eric Fernsten,Eric,Fernsten,0
1307,76708,Al Ferrari,Al,Ferrari,0
1308,76709,Rolando Ferreira,Rolando,Ferreira,0
1309,273,Duane Ferrell,Duane,Ferrell,0
1310,1627812,Yogi Ferrell,Yogi,Ferrell,0
1311,76711,Arnie Ferrin,Arnie,Ferrin,0
1312,76712,Bob Ferry,Bob,Ferry,0
1313,198,Danny Ferry,Danny,Ferry,0
1314,201178,Kyrylo Fesenko,Kyrylo,Fesenko,0
1315,76713,Kenny Fields,Kenny,Fields,0
1316,202361,Landry Fields,Landry,Fields,0
1317,76714,Ron Filipek,Ron,Filipek,0
1318,76715,Greg Fillmore,Greg,Fillmore,0
1319,76716,Hank Finkel,Hank,Finkel,0
1320,714,Michael Finley,Michael,Finley,0
1321,76717,Danny Finn,Danny,Finn,0
1322,1627827,Dorian Finney-Smith,Dorian,Finney-Smith,1
1323,900,Matt Fish,Matt,Fish,0
1324,965,Derek Fisher,Derek,Fisher,0
1325,2809,Gerald Fitch,Gerald,Fitch,0
1326,1630238,Malik Fitts,Malik,Fitts,1
1327,76720,Bob Fitzgerald,Bob,Fitzgerald,0
1328,76719,Dick Fitzgerald,Dick,Fitzgerald,0
1329,2033,Marcus Fizer,Marcus,Fizer,0
1330,76721,Jerry Fleishman,Jerry,Fleishman,0
1331,76722,Al Fleming,Al,Fleming,0
1332,76723,Ed Fleming,Ed,Fleming,0
1333,313,Vern Fleming,Vern,Fleming,0
1334,2784,Luis Flores,Luis,Flores,0
1335,76725,Bruce Flowers,Bruce,Flowers,0
1336,76726,Sleepy Floyd,Sleepy,Floyd,0
1337,201938,Jonny Flynn,Jonny,Flynn,0
1338,1630201,Malachi Flynn,Malachi,Flynn,1
1339,76727,Mike Flynn,Mike,Flynn,0
1340,76728,Larry Fogle,Larry,Fogle,0
1341,76729,Jack Foley,Jack,Foley,0
1342,1829,Ike Fontaine,Ike,Fontaine,0
1343,76731,Levi Fontaine,Levi,Fontaine,0
1344,1631323,Simone Fontecchio,Simone,Fontecchio,1
1345,202880,Jeff Foote,Jeff,Foote,0
1346,1627854,Bryn Forbes,Bryn,Forbes,1
1347,201814,Gary Forbes,Gary,Forbes,0
1348,1630758,Aleem Ford,Aleem,Ford,0
1349,76732,Alphonso Ford,Alphonso,Ford,0
1350,2228,Alton Ford,Alton,Ford,0
1351,76733,Chris Ford,Chris,Ford,0
1352,76734,Don Ford,Don,Ford,0
1353,76735,Jake Ford,Jake,Ford,0
1354,76736,Phil Ford,Phil,Ford,0
1355,101213,Sharrod Ford,Sharrod,Ford,0
1356,726,Sherell Ford,Sherell,Ford,0
1357,2551,T.J. Ford,T.J.,Ford,0
1358,76738,Donnie Forman,Donnie,Forman,0
1359,76739,Bayard Forrest,Bayard,Forrest,0
1360,1630235,Trent Forrest,Trent,Forrest,1
1361,2218,Joseph Forte,Joseph,Forte,0
1362,202622,Courtney Fortson,Courtney,Fortson,0
1363,1504,Danny Fortson,Danny,Fortson,0
1364,76740,Fred Foster,Fred,Foster,0
1365,323,Greg Foster,Greg,Foster,0
1366,1902,Jeff Foster,Jeff,Foster,0
1367,76742,Rod Foster,Rod,Foster,0
1368,1630701,Michael Foster Jr.,Michael,Foster Jr.,1
1369,2238,Antonis Fotsis,Antonis,Fotsis,0
1370,203095,Evan Fournier,Evan,Fournier,1
1371,76744,Larry Foust,Larry,Foust,0
1372,76745,Jerry Fowler,Jerry,Fowler,0
1373,1762,Tremaine Fowlkes,Tremaine,Fowlkes,0
1374,1628368,De'Aaron Fox,De'Aaron,Fox,1
1375,76746,Harold Fox,Harold,Fox,0
1376,76747,Jim Fox,Jim,Fox,0
1377,296,Rick Fox,Rick,Fox,0
1378,200751,Randy Foye,Randy,Foye,0
1379,1502,Adonal Foyle,Adonal,Foyle,0
1380,2499,Richie Frahm,Richie,Frahm,0
1381,1883,Steve Francis,Steve,Francis,0
1382,76748,Tellis Frank,Tellis,Frank,0
1383,76749,Nat Frankel,Nat,Frankel,0
1384,203479,Jamaal Franklin,Jamaal,Franklin,0
1385,1629606,Robert Franks,Robert,Franks,0
1386,204025,Tim Frazier,Tim,Frazier,0
1387,76750,Walt Frazier,Walt,Frazier,0
1388,76751,Will Frazier,Will,Frazier,0
1389,1626187,Michael Frazier II,Michael,Frazier II,0
1390,1628982,Melvin Frazier Jr.,Melvin,Frazier Jr.,0
1391,76752,Anthony Frederick,Anthony,Frederick,0
1392,202690,Jimmer Fredette,Jimmer,Fredette,0
1393,76753,World Free,World,Free,0
1394,202683,Enes Freedom,Enes,Freedom,0
1395,200777,Joel Freeland,Joel,Freeland,0
1396,76754,Donnie Freeman,Donnie,Freeman,0
1397,76755,Gary Freeman,Gary,Freeman,0
1398,76756,Rod Freeman,Rod,Freeman,0
1399,2782,Matt Freije,Matt,Freije,0
1400,76757,Frido Frey,Frido,Frey,0
1401,76758,Larry Friend,Larry,Friend,0
1402,76759,Pat Frink,Pat,Frink,0
1403,76760,Jim Fritsche,Jim,Fritsche,0
1404,101112,Channing Frye,Channing,Frye,0
1405,76761,Bernie Fryer,Bernie,Fryer,0
1406,76762,Frank Fucarino,Frank,Fucarino,0
1407,76763,Herm Fuetsch,Herm,Fuetsch,0
1408,76764,Joe Fulks,Joe,Fulks,0
1409,2673,Hiram Fuller,Hiram,Fuller,0
1410,957,Todd Fuller,Todd,Fuller,0
1411,76765,Tony Fuller,Tony,Fuller,0
1412,1628365,Markelle Fultz,Markelle,Fultz,1
1413,1444,Lawrence Funderburke,Lawrence,Funderburke,0
1414,76767,Terry Furlow,Terry,Furlow,0
1415,76768,Billy Gabor,Billy,Gabor,0
1416,1629117,Wenyen Gabriel,Wenyen,Gabriel,1
1417,203583,Abdul Gaddy,Abdul,Gaddy,1
1418,2429,Dan Gadzuric,Dan,Gadzuric,0
1419,202070,Tony Gaffney,Tony,Gaffney,0
1420,1629655,Daniel Gafford,Daniel,Gafford,1
1421,101184,Deng Gai,Deng,Gai,0
1422,76769,Elmer R. Gainer,Elmer R.,Gainer,0
1423,76770,Corey Gaines,Corey,Gaines,0
1424,2558,Reece Gaines,Reece,Gaines,0
1425,202178,Sundiata Gaines,Sundiata,Gaines,0
1426,76771,Mike Gale,Mike,Gale,0
1427,76772,Chad Gallagher,Chad,Gallagher,0
1428,76773,Harry Gallatin,Harry,Gallatin,0
1429,201568,Danilo Gallinari,Danilo,Gallinari,1
1430,204038,Langston Galloway,Langston,Galloway,1
1431,76774,Dave Gambee,Dave,Gambee,0
1432,333,Kevin Gamble,Kevin,Gamble,0
1433,76776,Bob Gantt,Bob,Gantt,0
1434,200816,Jorge Garbajosa,Jorge,Garbajosa,0
1435,2092,Ruben Garces,Ruben,Garces,0
1436,2682,Alex Garcia,Alex,Garcia,0
1437,101128,Francisco Garcia,Francisco,Garcia,0
1438,76778,Earl Gardner,Earl,Gardner,0
1439,201242,Thomas Gardner,Thomas,Gardner,0
1440,76779,Vern Gardner,Vern,Gardner,0
1441,76780,Jack Garfinkel,Jack,Garfinkel,0
1442,1627868,Patricio Garino,Patricio,Garino,0
1443,1629636,Darius Garland,Darius,Garland,1
1444,76781,Gary Garland,Gary,Garland,0
1445,76782,Winston Garland,Winston,Garland,0
1446,76783,Dick Garmaker,Dick,Garmaker,0
1447,1612,Chris Garner,Chris,Garner,0
1448,76785,Bill Garnett,Bill,Garnett,0
1449,708,Kevin Garnett,Kevin,Garnett,0
1450,1831,Marlon Garnett,Marlon,Garnett,0
1451,1628656,Billy Garrett,Billy,Garrett,0
1452,76786,Calvin Garrett,Calvin,Garrett,0
1453,1051,Dean Garrett,Dean,Garrett,0
1454,203197,Diante Garrett,Diante,Garrett,0
1455,76788,Eldo Garrett,Eldo,Garrett,0
1456,1630585,Marcus Garrett,Marcus,Garrett,1
1457,76789,Rowland Garrett,Rowland,Garrett,0
1458,76790,Tom Garrick,Tom,Garrick,0
1459,76791,John Garris,John,Garris,0
1460,1619,Kiwane Garris,Kiwane,Garris,0
1461,1727,Pat Garrity,Pat,Garrity,0
1462,1630586,Usman Garuba,Usman,Garuba,1
1463,76793,Jim Garvin,Jim,Garvin,0
1464,1630568,Luka Garza,Luka,Garza,1
1465,201188,Marc Gasol,Marc,Gasol,0
1466,2200,Pau Gasol,Pau,Gasol,0
1467,76794,Frank Gates,Frank,Gates,0
1468,423,Chris Gatling,Chris,Gatling,0
1469,930,Kenny Gattison,Kenny,Gattison,0
1470,200752,Rudy Gay,Rudy,Gay,1
1471,76797,Ed Gayda,Ed,Gayda,0
1472,1845,Andrew Gaze,Andrew,Gaze,0
1473,1627771,Michael Gbinije,Michael,Gbinije,0
1474,1002,Reggie Geary,Reggie,Geary,0
1475,202087,Alonzo Gee,Alonzo,Gee,0
1476,761,Matt Geiger,Matt,Geiger,0
1477,101153,Mickael Gelabale,Mickael,Gelabale,0
1478,1904,Devean George,Devean,George,0
1479,76800,Jack George,Jack,George,0
1480,202331,Paul George,Paul,George,1
1481,76801,Tate George,Tate,George,0
1482,1627875,Marcus Georges-Hunt,Marcus,Georges-Hunt,0
1483,76802,Gus Gerard,Gus,Gerard,0
1484,76803,Derrick Gervin,Derrick,Gervin,0
1485,76804,George Gervin,George,Gervin,0
1486,76805,Gorham Getchell,Gorham,Getchell,0
1487,76806,John Gianelli,John,Gianelli,0
1488,76807,Dick Gibbs,Dick,Gibbs,0
1489,200789,Daniel Gibson,Daniel,Gibson,0
1490,76808,Dee Gibson,Dee,Gibson,0
1491,1626780,Jonathan Gibson,Jonathan,Gibson,0
1492,76809,Mel Gibson,Mel,Gibson,0
1493,76810,Mike Gibson,Mike,Gibson,0
1494,201959,Taj Gibson,Taj,Gibson,1
1495,76811,Ward Gibson,Ward,Gibson,0
1496,201592,J.R. Giddens,J.R.,Giddens,0
1497,1630581,Josh Giddey,Josh,Giddey,1
1498,201821,Trey Gilder,Trey,Gilder,0
1499,1628385,Harry Giles III,Harry,Giles III,0
1500,1628983,Shai Gilgeous-Alexander,Shai,Gilgeous-Alexander,1
1501,1630264,Anthony Gill,Anthony,Gill,1
1502,2109,Eddie Gill,Eddie,Gill,0
1503,383,Kendall Gill,Kendall,Gill,0
1504,76812,Ben Gillery,Ben,Gillery,0
1505,1631221,Collin Gillespie,Collin,Gillespie,1
1506,1630273,Freddie Gillespie,Freddie,Gillespie,0
1507,76813,Gene Gillette,Gene,Gillette,0
1508,288,Armen Gilliam,Armen,Gilliam,0
1509,76815,Herm Gilliam,Herm,Gilliam,0
1510,600014,Artis Gilmore,Artis,Gilmore,0
1511,76817,Walt Gilmore,Walt,Gilmore,0
1512,76818,Chuck Gilmur,Chuck,Gilmur,0
1513,1938,Manu Ginobili,Manu,Ginobili,0
1514,1921,Gordan Giricek,Gordan,Giricek,0
1515,76819,Jack Givens,Jack,Givens,0
1516,202148,Mickell Gladness,Mickell,Gladness,0
1517,76820,George Glamack,George,Glamack,0
1518,76821,Gerald Glass,Gerald,Glass,0
1519,76822,Mike Glenn,Mike,Glenn,0
1520,76823,Norman Glick,Norman,Glick,0
1521,76824,Georgi Glouchkov,Georgi,Glouchkov,0
1522,76825,Clarence Glover,Clarence,Glover,0
1523,1901,Dion Glover,Dion,Glover,0
1524,2601,Andreas Glyniadakis,Andreas,Glyniadakis,0
1525,76826,Mike Gminski,Mike,Gminski,0
1526,203497,Rudy Gobert,Rudy,Gobert,1
1527,76827,Dan Godfread,Dan,Godfread,0
1528,76828,Tom Gola,Tom,Gola,0
1529,1631371,Grant Golden,Grant,Golden,1
1530,76829,Ben Goldfaden,Ben,Goldfaden,0
1531,924,Anthony Goldwire,Anthony,Goldwire,0
1532,101155,Ryan Gomes,Ryan,Gomes,0
1533,76830,Glen Gondrezick,Glen,Gondrezick,0
1534,76831,Grant Gondrezick,Grant,Gondrezick,0
1535,2400,Drew Gooden,Drew,Gooden,0
1536,76832,Gail Goodrich,Gail,Goodrich,0
1537,1864,Steve Goodrich,Steve,Goodrich,0
1538,203462,Archie Goodwin,Archie,Goodwin,0
1539,1629164,Brandon Goodwin,Brandon,Goodwin,0
1540,1630692,Jordan Goodwin,Jordan,Goodwin,1
1541,76833,Wilfred Goodwin,Wilfred,Goodwin,0
1542,203932,Aaron Gordon,Aaron,Gordon,1
1543,2732,Ben Gordon,Ben,Gordon,0
1544,204079,Drew Gordon,Drew,Gordon,0
1545,201569,Eric Gordon,Eric,Gordon,1
1546,76834,Lancaster Gordon,Lancaster,Gordon,0
1547,76835,Paul Gordon,Paul,Gordon,0
1548,101162,Marcin Gortat,Marcin,Gortat,0
1549,76836,Leo Gottlieb,Leo,Gottlieb,0
1550,202726,Andrew Goudelock,Andrew,Goudelock,0
1551,76837,Bato Govedarica,Bato,Govedarica,0
1552,76838,Joe Graboski,Joe,Graboski,0
1553,76839,Ricky Grace,Ricky,Grace,0
1554,1628984,Devonte' Graham,Devonte',Graham,1
1555,37,Greg Graham,Greg,Graham,0
1556,101121,Joey Graham,Joey,Graham,0
1557,76843,Mal Graham,Mal,Graham,0
1558,76841,Orlando Graham,Orlando,Graham,0
1559,76842,Paul Graham,Paul,Graham,0
1560,101211,Stephen Graham,Stephen,Graham,0
1561,1626203,Treveon Graham,Treveon,Graham,0
1562,76844,Jim Grandholm,Jim,Grandholm,0
1563,97,Ronnie Grandison,Ronnie,Grandison,0
1564,101122,Danny Granger,Danny,Granger,0
1565,76847,Stewart Granger,Stewart,Granger,0
1566,258,Brian Grant,Brian,Grant,0
1567,76850,Bud Grant,Bud,Grant,0
1568,202,Gary Grant,Gary,Grant,0
1569,285,Greg Grant,Greg,Grant,0
1570,265,Harvey Grant,Harvey,Grant,0
1571,270,Horace Grant,Horace,Grant,0
1572,203924,Jerami Grant,Jerami,Grant,1
1573,1626170,Jerian Grant,Jerian,Grant,0
1574,76852,Josh Grant,Josh,Grant,0
1575,1514,Paul Grant,Paul,Grant,0
1576,76853,Travis Grant,Travis,Grant,0
1577,1629055,Donte Grantham,Donte,Grantham,0
1578,76854,Don Grate,Don,Grate,0
1579,76855,Butch Graves,Butch,Graves,0
1580,1629755,Hassani Gravett,Hassani,Gravett,0
1581,201189,Aaron Gray,Aaron,Gray,0
1582,1070,Devin Gray,Devin,Gray,0
1583,1516,Ed Gray,Ed,Gray,0
1584,1026,Evric Gray,Evric,Gray,0
1585,76859,Gary Gray,Gary,Gray,0
1586,1627982,Josh Gray,Josh,Gray,0
1587,76860,Leonard Gray,Leonard,Gray,0
1588,1630564,RaiQuan Gray,RaiQuan,Gray,1
1589,76861,Stuart Gray,Stuart,Gray,0
1590,76862,Sylvester Gray,Sylvester,Gray,0
1591,76863,Wyndol Gray,Wyndol,Gray,0
1592,81,Jeff Grayer,Jeff,Grayer,0
1593,76865,Bob Greacen,Bob,Greacen,0
1594,920,A.C. Green,A.C.,Green,0
1595,1631260,A.J. Green,A.J.,Green,1
1596,201980,Danny Green,Danny,Green,1
1597,101209,Devin Green,Devin,Green,0
1598,203110,Draymond Green,Draymond,Green,1
1599,203475,Erick Green,Erick,Green,0
1600,101123,Gerald Green,Gerald,Green,0
1601,203210,JaMychal Green,JaMychal,Green,1
1602,1630224,Jalen Green,Jalen,Green,1
1603,1629750,Javonte Green,Javonte,Green,1
1604,201145,Jeff Green,Jeff,Green,1
1605,76867,Johnny Green,Johnny,Green,0
1606,1630182,Josh Green,Josh,Green,1
1607,76868,Ken Green,Ken,Green,0
1608,76869,Kenny Green,Kenny,Green,0
1609,600011,Lamar Green,Lamar,Green,0
1610,1036,Litterial Green,Litterial,Green,0
1611,76872,Luther Green,Luther,Green,0
1612,76873,Mike Green,Mike,Green,0
1613,76874,Rickey Green,Rickey,Green,0
1614,76875,Sean Green,Sean,Green,0
1615,76877,Si Green,Si,Green,0
1616,76876,Sidney Green,Sidney,Green,0
1617,76878,Steve Green,Steve,Green,0
1618,201192,Taurean Green,Taurean,Green,0
1619,76879,Tommy Green,Tommy,Green,0
1620,2584,Willie Green,Willie,Green,0
1621,201590,Donte Greene,Donte,Greene,0
1622,101158,Orien Greene,Orien,Greene,0
1623,76880,Jerry Greenspan,Jerry,Greenspan,0
1624,76881,David Greenwood,David,Greenwood,0
1625,76882,Hal Greer,Hal,Greer,0
1626,2696,Lynn Greer,Lynn,Greer,0
1627,76883,Gary Gregor,Gary,Gregor,0
1628,76884,Claude Gregory,Claude,Gregory,0
1629,76885,John Greig,John,Greig,0
1630,76886,Norm Grekin,Norm,Grekin,0
1631,76887,Kevin Grevey,Kevin,Grevey,0
1632,1631100,AJ Griffin,AJ,Griffin,1
1633,1559,Adrian Griffin,Adrian,Griffin,0
1634,201933,Blake Griffin,Blake,Griffin,1
1635,2204,Eddie Griffin,Eddie,Griffin,0
1636,76888,Greg Griffin,Greg,Griffin,0
1637,76889,Paul Griffin,Paul,Griffin,0
1638,201981,Taylor Griffin,Taylor,Griffin,0
1639,76890,Darrell Griffith,Darrell,Griffith,0
1640,76891,Chuck Grigsby,Chuck,Grigsby,0
1641,1629656,Quentin Grimes,Quentin,Grimes,1
1642,1575,Derek Grimm,Derek,Grimm,0
1643,76893,George Grimshaw,George,Grimshaw,0
1644,76894,Dick Groat,Dick,Groat,0
1645,76895,Bob Gross,Bob,Gross,0
1646,76896,Jerry Grote,Jerry,Grote,0
1647,76897,Alex Groza,Alex,Groza,0
1648,101219,Anthony Grundy,Anthony,Grundy,0
1649,76899,Ernie Grunfeld,Ernie,Grunfeld,0
1650,76900,Gene Guarilia,Gene,Guarilia,0
1651,76901,Petur Gudmundsson,Petur,Gudmundsson,0
1652,1629741,Marko Guduric,Marko,Guduric,0
1653,76902,Richie Guerin,Richie,Guerin,0
1654,1631338,Mouhamadou Gueye,Mouhamadou,Gueye,1
1655,339,Tom Gugliotta,Tom,Gugliotta,0
1656,76903,Andres Guibert,Andres,Guibert,0
1657,76904,Jay Guidinger,Jay,Guidinger,0
1658,76905,Coulby Gunther,Coulby,Gunther,0
1659,76906,Dave Gunther,Dave,Gunther,0
1660,76907,Al Guokas,Al,Guokas,0
1661,76908,Matt Guokas,Matt,Guokas,0
1662,76909,Matt Guokas,Matt,Guokas,0
1663,203268,Jorge Gutierrez,Jorge,Gutierrez,0
1664,1629657,Kyle Guy,Kyle,Guy,0
1665,2062,A.J. Guyton,A.J.,Guyton,0
1666,2775,Ha Seung-jin,,Ha Seung-jin,0
1667,1629060,Rui Hachimura,Rui,Hachimura,1
1668,76910,Rudy Hackett,Rudy,Hackett,0
1669,201632,Hamed Haddadi,Hamed,Haddadi,0
1670,76911,Scott Haffner,Scott,Haffner,0
1671,76912,Cliff Hagan,Cliff,Hagan,0
1672,76913,Glenn Hagan,Glenn,Hagan,0
1673,1630204,Ashton Hagans,Ashton,Hagans,0
1674,76914,Bob Hahn,Bob,Hahn,0
1675,76915,Al Hairston,Al,Hairston,0
1676,76916,Happy Hairston,Happy,Hairston,0
1677,76917,Lindsay Hairston,Lindsay,Hairston,0
1678,201612,Malik Hairston,Malik,Hairston,0
1679,203798,PJ Hairston,PJ,Hairston,0
1680,2409,Marcus Haislip,Marcus,Haislip,0
1681,76918,Chuck Halbert,Chuck,Halbert,0
1682,76919,Harvey Halbrook,Harvey,Halbrook,0
1683,76920,Bruce Hale,Bruce,Hale,0
1684,917,Jack Haley,Jack,Haley,0
1685,1630169,Tyrese Haliburton,Tyrese,Haliburton,1
1686,76922,Shaler Halimon,Shaler,Halimon,0
1687,1628985,Devon Hall,Devon,Hall,0
1688,1629743,Donta Hall,Donta,Hall,0
1689,1631160,Jordan Hall,Jordan,Hall,1
1690,1630221,Josh Hall,Josh,Hall,0
1691,200837,Mike Hall,Mike,Hall,0
1692,1629788,Tyler Hall,Tyler,Hall,1
1693,76923,Jeff Halliburton,Jeff,Halliburton,0
1694,1032,Darvin Ham,Darvin,Ham,0
1695,984,Steve Hamer,Steve,Hamer,0
1696,76925,Dale Hamilton,Dale,Hamilton,0
1697,1627772,Daniel Hamilton,Daniel,Hamilton,0
1698,76926,Dennis Hamilton,Dennis,Hamilton,0
1699,202706,Jordan Hamilton,Jordan,Hamilton,0
1700,203120,Justin Hamilton,Justin,Hamilton,0
1701,76927,Ralph Hamilton,Ralph,Hamilton,0
1702,1888,Richard Hamilton,Richard,Hamilton,0
1703,76928,Roylee Hamilton,Roylee,Hamilton,0
1704,76929,Steve Hamilton,Steve,Hamilton,0
1705,2347,Tang Hamilton,Tang,Hamilton,0
1706,676,Thomas Hamilton,Thomas,Hamilton,0
1707,1985,Zendon Hamilton,Zendon,Hamilton,0
1708,903,Geert Hammink,Geert,Hammink,0
1709,67,Tom Hammonds,Tom,Hammonds,0
1710,1627773,AJ Hammons,AJ,Hammons,0
1711,1630181,R.J. Hampton,R.J.,Hampton,1
1712,241,Darrin Hancock,Darrin,Hancock,0
1713,1052,Ben Handlogten,Ben,Handlogten,0
1714,76935,Cecil Hankins,Cecil,Hankins,0
1715,76936,Phil Hankinson,Phil,Hankinson,0
1716,1628605,Dusty Hannahs,Dusty,Hannahs,0
1717,76937,Alex Hannum,Alex,Hannum,0
1718,76938,Don Hanrahan,Don,Hanrahan,0
1719,76939,Rollen Hans,Rollen,Hans,0
1720,203162,Ben Hansbrough,Ben,Hansbrough,0
1721,201946,Tyler Hansbrough,Tyler,Hansbrough,0
1722,76942,Bob Hansen,Bob,Hansen,0
1723,76940,Glenn Hansen,Glenn,Hansen,0
1724,76941,Lars Hansen,Lars,Hansen,0
1725,2580,Travis Hansen,Travis,Hansen,0
1726,1682,Reggie Hanson,Reggie,Hanson,0
1727,76944,Bill Hanzlik,Bill,Hanzlik,0
1728,202376,Luke Harangody,Luke,Harangody,0
1729,358,Anfernee Hardaway,Anfernee,Hardaway,0
1730,896,Tim Hardaway,Tim,Hardaway,0
1731,203501,Tim Hardaway Jr.,Tim,Hardaway Jr.,1
1732,201935,James Harden,James,Harden,1
1733,76945,Reggie Harding,Reggie,Harding,0
1734,76946,Charlie Hardnett,Charlie,Hardnett,0
1735,76947,Alan Hardy,Alan,Hardy,0
1736,1630702,Jaden Hardy,Jaden,Hardy,1
1737,76948,James Hardy,James,Hardy,0
1738,76949,John Hargis,John,Hargis,0
1739,203090,Maurice Harkless,Maurice,Harkless,0
1740,76950,Jerry Harkness,Jerry,Harkness,0
1741,76951,Skip Harlicka,Skip,Harlicka,0
1742,76952,Jerome Harmon,Jerome,Harmon,0
1743,157,Derek Harper,Derek,Harper,0
1744,1629607,Jared Harper,Jared,Harper,0
1745,202712,Justin Harper,Justin,Harper,0
1746,76954,Mike Harper,Mike,Harper,0
1747,166,Ron Harper,Ron,Harper,0
1748,1631199,Ron Harper Jr.,Ron,Harper Jr.,1
1749,1723,Matt Harpring,Matt,Harpring,0
1750,1626149,Montrezl Harrell,Montrezl,Harrell,1
1751,202725,Josh Harrellson,Josh,Harrellson,0
1752,2492,Adam Harrington,Adam,Harrington,0
1753,1733,Al Harrington,Al,Harrington,0
1754,2454,Junior Harrington,Junior,Harrington,0
1755,970,Othella Harrington,Othella,Harrington,0
1756,76956,Art Harris,Art,Harris,0
1757,76957,Bernie Harris,Bernie,Harris,0
1758,76959,Bob Harris,Bob,Harris,0
1759,76958,Chris Harris,Chris,Harris,0
1760,2734,Devin Harris,Devin,Harris,0
1761,203548,Elias Harris,Elias,Harris,0
1762,203914,Gary Harris,Gary,Harris,1
1763,1630223,Jalen Harris,Jalen,Harris,1
1764,203925,Joe Harris,Joe,Harris,1
1765,1630284,Kevon Harris,Kevon,Harris,1
1766,446,Lucious Harris,Lucious,Harris,0
1767,202412,Manny Harris,Manny,Harris,0
1768,200839,Mike Harris,Mike,Harris,0
1769,76960,Steve Harris,Steve,Harris,0
1770,202227,Terrel Harris,Terrel,Harris,0
1771,202699,Tobias Harris,Tobias,Harris,1
