PLAYER_ID,PLAYER_NAME,SEASON,SEASON_NUM,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,GP,MIN,USG_PCT,PACE,POSS,FGA_PG,DRIVES,DRIVE_FGA,DRIVE_PASSES,DIST_MILES,AVG_SPEED,PULL_UP_FGA,PULL_UP_FG3A,TOUCHES,FRONT_CT_TOUCHES,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,TEAM,INJURED ON,RETURNED,DAYS MISSED,INJURED_TYPE
203115,Will Barton,21-22,21.5,31.0,77,181,71,32.1,0.205,99.34,4713,12.6,6.1,2.8,2.4,2.31,4.11,4.0, 2.3,54.1,31.9,3.44,2.54,0.9,0.1,1.5,Nuggets,2022-03-07,2022-03-12,5,Sprained_ankle
1626161,Willie Cauley-Stein,21-22,21.5,28.0,84,240,20,9.1,0.099,102.14,387,1.8,0.3,0.2,0.1,0.7,4.29,0.1, 0.0,12.0,6.3,1.38,0.48,1.0,0.1,2.2,,,,,
1626195,Willy Hernangomez,21-22,21.5,28.0,83,250,50,16.8,0.211,101.84,1773,6.5,0.2,0.1,0.0,1.27,4.22,0.2, 0.1,35.3,22.4,1.51,0.5,2.9,1.6,6.7,,,,,
1629875,Xavier Moon,21-22,21.5,27.0,74,165,10,13.7,0.177,103.08,294,5.1,1.6,1.2,0.4,1.08,4.34,2.8, 0.5,30.8,10.5,4.36,4.16,0.0,0.0,0.1,,,,,
1630270,Xavier Sneed,21-22,21.5,24.0,77,215,9,4.3,0.109,101.04,80,1.1,0.1,0.1,0.0,0.31,3.96,0.2, 0.1,4.1,2.6,1.51,0.54,0.0,0.0,0.2,,,,,
1630214,Xavier Tillman,21-22,21.5,23.0,80,245,53,13.2,0.164,100.82,1469,4.1,0.6,0.2,0.2,1.01,4.26,0.5, 0.1,22.6,13.0,1.74,0.63,2.7,0.5,2.8,,,,,
1629139,Yuta Watanabe,21-22,21.5,27.0,81,215,38,11.7,0.161,102.15,940,3.6,1.1,0.5,0.3,0.95,4.54,0.4, 0.1,16.0,9.1,1.81,1.07,0.3,0.0,0.8,,,,,
1630582,Yves Pons,21-22,21.5,23.0,77,206,12,5.9,0.096,104.49,156,1.3,0.3,0.0,0.2,0.46,4.25,0.0, 0.0,4.7,3.1,1.56,0.68,0.2,0.0,0.6,,,,,
1628380,Zach Collins,21-22,21.5,24.0,83,250,28,17.9,0.184,104.12,1091,5.5,0.4,0.1,0.2,1.31,4.11,0.2, 0.0,31.6,20.8,1.82,0.56,3.1,1.9,4.7,,,,,
203897,Zach LaVine,21-22,21.5,27.0,77,200,67,34.7,0.284,99.36,4827,17.7,9.9,4.9,2.7,2.55,4.21,8.5, 4.3,61.4,31.2,4.38,3.75,0.8,0.4,1.1,Bulls,2022-04-09,2022-04-17,8,Sore_knee
203897,Zach LaVine,21-22,21.5,27.0,77,200,67,34.7,0.284,99.36,4827,17.7,9.9,4.9,2.7,2.55,4.21,8.5, 4.3,61.4,31.2,4.38,3.75,0.8,0.4,1.1,Bulls,2022-04-04,2022-04-06,2,Sore_knee
203897,Zach LaVine,21-22,21.5,27.0,77,200,67,34.7,0.284,99.36,4827,17.7,9.9,4.9,2.7,2.55,4.21,8.5, 4.3,61.4,31.2,4.38,3.75,0.8,0.4,1.1,Bulls,2022-03-12,2022-03-14,2,Sore_knee
203897,Zach LaVine,21-22,21.5,27.0,77,200,67,34.7,0.284,99.36,4827,17.7,9.9,4.9,2.7,2.55,4.21,8.5, 4.3,61.4,31.2,4.38,3.75,0.8,0.4,1.1,Bulls,2022-02-12,2022-02-23,11,Knee_injury
203897,Zach LaVine,21-22,21.5,27.0,77,200,67,34.7,0.284,99.36,4827,17.7,9.9,4.9,2.7,2.55,4.21,8.5, 4.3,61.4,31.2,4.38,3.75,0.8,0.4,1.1,Bulls,2022-01-15,2022-01-24,9,Knee_injury
1630285,Zavier Simpson,21-22,21.5,25.0,72,190,4,43.5,0.158,97.75,354,13.0,20.5,9.5,9.5,3.14,4.1,3.0, 0.8,113.3,45.3,4.49,4.31,0.5,0.0,0.0,,,,,
1630192,Zeke Nnaji,21-22,21.5,21.0,81,240,41,17.0,0.146,99.25,1443,4.5,0.6,0.2,0.2,1.31,4.3,0.1, 0.0,18.0,11.0,1.34,0.35,1.0,0.1,2.6,Nuggets,2021-11-18,2021-11-23,5,Sprained_ankle
1630533,Ziaire Williams,21-22,21.5,20.0,81,185,62,21.7,0.144,103.22,2896,6.8,1.2,0.7,0.4,1.57,4.15,1.4, 0.4,19.8,13.5,1.91,1.25,0.4,0.0,1.2,Grizzlies,2022-01-29,2022-01-30,1,Sore_knee
1630533,Ziaire Williams,21-22,21.5,20.0,81,185,62,21.7,0.144,103.22,2896,6.8,1.2,0.7,0.4,1.57,4.15,1.4, 0.4,19.8,13.5,1.91,1.25,0.4,0.0,1.2,Grizzlies,2021-11-30,2021-12-06,6,Sore_knee
1629597,Zylan Cheatham,21-22,21.5,26.0,77,220,1,5.2,0.25,106.5,11,3.0,0.0,0.0,0.0,0.42,4.34,0.0, 0.0,6.0,4.0,1.15,0.17,0.0,0.0,0.0,,,,,
203932,Aaron Gordon,20-21,20.5,25.0,80,235,50,27.7,0.204,99.48,2868,10.0,4.6,1.8,1.7,1.98,4.06,3.2, 1.3,48.3,25.8,3.62,2.83,1.3,2.3,3.8,Magic,2021-02-01,2021-03-11,38,Sprained_ankle
1628988,Aaron Holiday,20-21,20.5,24.0,72,185,66,17.8,0.189,104.34,2560,6.6,5.8,2.5,2.4,1.38,4.32,1.6, 0.7,24.5,15.5,2.97,2.61,0.2,0.0,0.3,,,,,
1630174,Aaron Nesmith,20-21,20.5,21.0,77,215,46,14.5,0.133,101.13,1409,3.9,1.6,0.6,0.7,1.13,4.34,0.7, 0.3,16.7,9.5,1.67,0.81,0.2,0.0,0.7,,,,,
1627846,Abdel Nader,20-21,20.5,27.0,77,225,24,14.8,0.183,102.96,757,4.8,3.5,1.6,1.1,1.14,4.41,0.3, 0.1,16.2,10.9,1.91,1.19,0.0,0.0,0.7,Suns,2021-02-07,2021-02-13,6,Sore_ankle
1627846,Abdel Nader,20-21,20.5,27.0,77,225,24,14.8,0.183,102.96,757,4.8,3.5,1.6,1.1,1.14,4.41,0.3, 0.1,16.2,10.9,1.91,1.19,0.0,0.0,0.7,Suns,2021-03-15,2021-03-18,3,Sore_knee
1629690,Adam Mokoka,20-21,20.5,22.0,76,190,14,4.0,0.171,106.38,125,1.4,0.4,0.2,0.1,0.3,4.13,0.1, 0.1,4.1,3.1,1.37,0.78,0.1,0.0,0.1,,,,,
201143,Al Horford,20-21,20.5,35.0,81,240,28,27.9,0.221,100.3,1639,12.9,2.0,1.3,0.6,1.91,3.89,1.2, 0.2,53.6,38.5,2.15,0.73,2.7,3.9,3.5,,,,,
202329,Al-Farouq Aminu,20-21,20.5,30.0,80,220,23,18.9,0.138,98.01,887,4.3,1.7,0.6,0.7,1.42,4.34,0.4, 0.1,30.1,13.7,2.04,1.02,1.0,1.0,1.8,,,,,
202692,Alec Burks,20-21,20.5,29.0,78,214,49,25.6,0.208,97.22,2540,10.2,5.9,2.7,2.2,1.85,4.09,4.4, 2.0,38.9,24.7,3.5,2.78,0.4,0.0,0.7,Knicks,2021-01-02,2021-01-21,19,Sprained_ankle
1630197,Aleksej Pokusevski,20-21,20.5,19.0,84,190,45,24.2,0.197,104.44,2373,9.1,5.3,2.0,2.4,1.83,4.36,2.8, 0.8,41.4,23.0,2.39,1.63,0.3,0.1,1.0,,,,,
1629346,Alen Smailagic,20-21,20.5,20.0,82,215,15,5.6,0.165,107.33,188,1.8,1.0,0.7,0.1,0.43,4.32,0.1, 0.0,9.3,4.9,1.76,0.51,0.3,0.2,0.8,,,,,
1627936,Alex Caruso,20-21,20.5,27.0,76,186,58,21.0,0.144,100.29,2532,5.3,4.0,1.4,1.9,1.62,4.29,1.0, 0.3,44.0,18.8,3.44,2.7,0.6,0.1,0.8,,,,,
203458,Alex Len,20-21,20.5,28.0,84,250,64,15.3,0.161,106.79,2173,4.3,0.3,0.2,0.0,1.16,4.31,0.0, 0.0,21.9,12.7,1.33,0.45,1.5,0.5,5.0,,,,,
1628035,Alfonzo McKinnie,20-21,20.5,28.0,79,215,39,6.6,0.164,104.46,563,2.4,0.5,0.3,0.1,0.52,4.45,0.3, 0.1,8.1,5.1,1.72,0.76,0.1,0.0,0.8,,,,,
1628993,Alize Johnson,20-21,20.5,25.0,79,212,18,10.5,0.175,101.24,398,3.8,1.6,1.0,0.3,0.85,4.57,0.3, 0.0,16.0,7.2,2.56,1.82,0.3,0.1,2.6,,,,,
1628578,Amida Brimah,20-21,20.5,27.0,82,230,5,5.9,0.176,109.84,67,1.6,0.0,0.0,0.0,0.46,4.35,0.0, None,9.2,5.0,1.32,0.35,0.2,0.8,2.0,,,,,
1629599,Amir Coffey,20-21,20.5,24.0,79,210,44,9.0,0.145,99.76,812,2.3,1.3,0.6,0.5,0.65,4.01,0.3, 0.1,10.8,7.9,2.61,1.69,0.0,0.0,0.1,,,,,
2760,Anderson Varejao,20-21,20.5,38.0,83,260,5,7.2,0.228,106.2,78,3.2,0.0,0.0,0.0,0.55,4.19,0.4, 0.0,15.8,7.8,1.96,0.66,1.6,1.0,1.8,,,,,
203083,Andre Drummond,20-21,20.5,27.0,82,279,46,27.0,0.269,98.31,2540,12.4,2.8,1.9,0.3,1.86,3.89,0.2, 0.0,53.0,30.0,2.15,0.89,4.1,6.4,10.0,Cavaliers,2021-02-01,2021-02-03,2,Sore_lower_back
2738,Andre Iguodala,20-21,20.5,37.0,78,215,63,21.3,0.109,97.82,2722,3.9,1.2,0.2,0.8,1.57,4.13,0.7, 0.5,35.7,15.3,2.91,1.93,0.8,0.4,1.2,,,,,
203460,Andre Roberson,20-21,20.5,29.0,79,210,5,12.6,0.117,96.87,129,2.8,0.0,0.0,0.0,0.99,4.53,0.0, 0.0,16.6,8.0,1.31,0.63,1.2,0.0,1.4,,,,,
203952,Andrew Wiggins,20-21,20.5,26.0,79,197,71,33.3,0.229,103.17,5085,14.9,8.0,3.6,2.9,2.44,4.17,4.7, 1.3,48.0,33.1,2.99,2.2,0.5,1.7,2.4,Warriors,2021-05-14,2021-05-15,1,Sore_knee
1629014,Anfernee Simons,20-21,20.5,22.0,75,181,64,17.3,0.18,98.83,2284,6.3,2.3,1.1,0.8,1.32,4.33,2.9, 2.1,28.2,10.1,4.89,4.37,0.1,0.0,0.2,,,,,
203076,Anthony Davis,20-21,20.5,28.0,82,253,36,32.3,0.287,99.29,2399,17.0,2.9,1.6,0.6,2.11,3.67,5.1, 0.3,61.6,39.7,2.54,1.11,4.2,9.2,6.4,,,,,
1630162,Anthony Edwards,20-21,20.5,19.0,76,225,72,32.1,0.264,102.71,4961,16.8,10.5,5.3,3.0,2.31,4.04,5.5, 3.5,54.1,31.8,3.7,3.11,0.8,0.2,1.4,,,,,
1630264,Anthony Gill,20-21,20.5,28.0,79,230,26,8.4,0.143,104.25,469,2.3,0.3,0.2,0.1,0.65,4.39,0.2, 0.1,11.2,6.5,1.5,0.51,0.3,0.1,1.3,,,,,
1630237,Anthony Lamb,20-21,20.5,23.0,78,227,24,17.3,0.144,103.93,896,4.9,2.5,0.8,1.3,1.34,4.39,0.4, 0.3,25.9,13.1,2.04,1.29,0.4,0.3,1.7,,,,,
201229,Anthony Tolliver,20-21,20.5,36.0,80,240,11,9.0,0.09,105.24,214,1.5,0.2,0.1,0.1,0.67,4.14,0.2, 0.1,8.5,5.5,1.54,0.63,0.0,0.0,0.3,,,,,
1628394,Anzejs Pasecniks,20-21,20.5,25.0,85,229,1,6.3,0.375,102.59,14,1.0,0.0,0.0,0.0,0.49,4.44,0.0, 0.0,20.0,15.0,1.79,0.8,0.0,3.0,1.0,,,,,
1629717,Armoni Brooks,20-21,20.5,23.0,75,195,20,26.0,0.175,102.94,1114,9.6,2.0,0.9,0.7,1.94,4.2,2.3, 2.0,36.9,23.6,2.58,1.82,0.2,0.1,0.5,,,,,
203382,Aron Baynes,20-21,20.5,34.0,82,260,53,18.5,0.157,101.31,2074,5.7,0.2,0.1,0.1,1.33,4.05,0.1, 0.0,27.6,16.5,1.29,0.28,1.7,0.3,3.9,,,,,
1630204,Ashton Hagans,20-21,20.5,21.0,75,190,2,2.0,0.083,123.93,10,0.0,0.5,0.0,0.0,0.18,5.27,0.0, None,1.5,0.5,3.97,4.0,0.0,0.0,0.0,,,,,
203085,Austin Rivers,20-21,20.5,28.0,76,200,36,23.5,0.15,97.79,1726,6.8,5.6,2.4,2.5,1.69,4.04,1.6, 1.2,33.4,22.6,3.57,2.86,0.2,0.0,0.2,,,,,
202340,Avery Bradley,20-21,20.5,30.0,75,180,27,22.3,0.146,102.39,1284,6.3,1.8,0.6,0.8,1.7,4.27,1.5, 0.7,29.6,18.0,2.46,1.97,0.3,0.0,1.1,,,,,
1626253,Axel Toupane,20-21,20.5,28.0,79,210,8,7.7,0.092,105.07,134,1.4,0.5,0.1,0.3,0.64,4.55,0.4, 0.1,7.9,4.3,1.85,0.98,0.4,0.0,0.5,,,,,
1628389,Bam Adebayo,20-21,20.5,23.0,81,255,64,33.5,0.233,97.71,4361,12.5,3.5,1.8,0.8,2.38,4.0,2.8, 0.1,64.4,40.4,2.88,1.55,6.4,5.7,8.1,Heat,2021-04-19,2021-04-21,2,Sore_knee
203463,Ben McLemore,20-21,20.5,28.0,75,195,53,17.1,0.192,103.95,1952,6.9,0.7,0.3,0.3,1.34,4.47,1.5, 1.1,22.6,15.2,1.57,0.74,0.4,0.0,0.5,Rockets,2021-03-16,2021-03-19,3,Sprained_ankle
1627732,Ben Simmons,20-21,20.5,24.0,83,240,58,32.4,0.2,101.44,3973,10.1,10.2,3.6,4.7,2.36,4.12,0.7, 0.1,82.0,27.1,4.24,3.24,2.1,2.8,3.9,76ers,2021-03-20,2021-03-21,1,Sore_knee
1627732,Ben Simmons,20-21,20.5,24.0,83,240,58,32.4,0.2,101.44,3973,10.1,10.2,3.6,4.7,2.36,4.12,0.7, 0.1,82.0,27.1,4.24,3.24,2.1,2.8,3.9,76ers,2021-01-09,2021-01-12,3,Sore_knee
202687,Bismack Biyombo,20-21,20.5,28.0,80,255,66,20.4,0.113,99.47,2782,3.7,0.1,0.0,0.0,1.48,4.11,0.1, 0.0,25.7,16.7,1.5,0.39,2.3,0.5,6.3,,,,,
201933,Blake Griffin,20-21,20.5,32.0,81,250,46,25.8,0.191,98.38,2435,8.9,1.7,0.7,0.5,1.65,3.69,2.4, 1.9,47.2,29.8,2.58,1.51,1.9,3.0,2.0,Nets,2021-04-14,2021-04-16,2,Knee_injury
201933,Blake Griffin,20-21,20.5,32.0,81,250,46,25.8,0.191,98.38,2435,8.9,1.7,0.7,0.5,1.65,3.69,2.4, 1.9,47.2,29.8,2.58,1.51,1.9,3.0,2.0,Nets,2021-04-05,2021-04-07,2,Knee_injury
201933,Blake Griffin,20-21,20.5,32.0,81,250,46,25.8,0.191,98.38,2435,8.9,1.7,0.7,0.5,1.65,3.69,2.4, 1.9,47.2,29.8,2.58,1.51,1.9,3.0,2.0,Nets,2021-04-01,2021-04-04,3,Knee_injury
201933,Blake Griffin,20-21,20.5,32.0,81,250,46,25.8,0.191,98.38,2435,8.9,1.7,0.7,0.5,1.65,3.69,2.4, 1.9,47.2,29.8,2.58,1.51,1.9,3.0,2.0,Nets,2021-03-24,2021-03-25,1,Knee_injury
201933,Blake Griffin,20-21,20.5,32.0,81,250,46,25.8,0.191,98.38,2435,8.9,1.7,0.7,0.5,1.65,3.69,2.4, 1.9,47.2,29.8,2.58,1.51,1.9,3.0,2.0,Nets,2021-03-10,2021-03-21,11,Knee_injury
201933,Blake Griffin,20-21,20.5,32.0,81,250,46,25.8,0.191,98.38,2435,8.9,1.7,0.7,0.5,1.65,3.69,2.4, 1.9,47.2,29.8,2.58,1.51,1.9,3.0,2.0,Pistons,2021-02-14,2021-03-05,19,Knee_injury
201933,Blake Griffin,20-21,20.5,32.0,81,250,46,25.8,0.191,98.38,2435,8.9,1.7,0.7,0.5,1.65,3.69,2.4, 1.9,47.2,29.8,2.58,1.51,1.9,3.0,2.0,Pistons,2021-01-27,2021-01-28,1,Knee_injury
201933,Blake Griffin,20-21,20.5,32.0,81,250,46,25.8,0.191,98.38,2435,8.9,1.7,0.7,0.5,1.65,3.69,2.4, 1.9,47.2,29.8,2.58,1.51,1.9,3.0,2.0,Pistons,2021-01-23,2021-01-25,2,Knee_injury
201933,Blake Griffin,20-21,20.5,32.0,81,250,46,25.8,0.191,98.38,2435,8.9,1.7,0.7,0.5,1.65,3.69,2.4, 1.9,47.2,29.8,2.58,1.51,1.9,3.0,2.0,Pistons,2020-12-27,2020-12-29,2,Knee_injury
1626246,Boban Marjanovic,20-21,20.5,32.0,88,290,33,8.2,0.231,100.13,561,3.7,0.0,0.0,0.0,0.58,3.98,0.2, 0.0,13.9,7.9,1.61,0.41,1.1,2.0,3.7,,,,,
1626171,Bobby Portis,20-21,20.5,26.0,82,250,66,20.8,0.202,104.72,2986,9.1,1.1,0.8,0.2,1.56,4.21,1.7, 0.1,34.5,17.1,1.62,0.63,1.4,1.8,3.8,,,,,
203992,Bogdan Bogdanovic,20-21,20.5,28.0,78,220,44,29.7,0.21,99.59,2710,12.8,7.0,2.7,3.5,2.24,4.27,3.9, 1.7,47.0,30.1,3.04,2.11,0.8,0.2,1.0,,,,,
202711,Bojan Bogdanovic,20-21,20.5,32.0,79,226,72,30.8,0.225,99.94,4604,12.8,7.5,3.4,2.6,2.26,4.17,3.0, 1.4,41.5,29.9,2.26,1.55,0.4,1.4,1.0,,,,,
1629626,Bol Bol,20-21,20.5,21.0,86,220,32,5.0,0.191,110.79,374,1.8,0.5,0.3,0.0,0.37,4.29,0.8, 0.3,6.2,3.7,2.11,1.23,0.1,0.1,0.1,,,,,
202954,Brad Wanamaker,20-21,20.5,31.0,75,210,61,17.3,0.166,100.41,2201,4.9,4.5,1.8,2.0,1.27,4.17,1.5, 0.6,36.7,17.3,3.76,3.56,0.1,0.0,0.5,,,,,
203078,Bradley Beal,20-21,20.5,28.0,75,207,60,35.8,0.331,105.21,4713,23.0,15.7,8.5,4.6,2.62,4.18,9.0, 2.9,69.0,47.5,3.33,2.77,1.3,0.5,2.3,Wizards,2021-03-13,2021-03-14,1,Sore_knee
1629634,Brandon Clarke,20-21,20.5,24.0,80,215,59,24.0,0.167,101.99,2996,8.4,3.1,1.8,0.9,1.83,4.37,0.7, 0.0,30.5,19.1,1.47,0.73,2.7,0.3,4.9,,,,,
1629164,Brandon Goodwin,20-21,20.5,25.0,72,180,47,13.2,0.19,99.05,1276,4.7,4.1,1.6,1.9,0.99,4.28,1.6, 0.8,29.5,11.8,4.84,4.21,0.1,0.0,0.3,,,,,
1627742,Brandon Ingram,20-21,20.5,23.0,80,190,61,34.3,0.279,99.97,4358,18.0,12.9,5.5,5.0,2.53,4.16,9.4, 2.3,62.8,40.2,3.74,2.73,0.9,0.5,0.8,,,,,
1628968,Brian Bowen II,20-21,20.5,22.0,78,190,6,2.5,0.098,103.33,32,0.7,0.2,0.2,0.0,0.21,4.66,0.2, 0.0,2.5,1.3,1.91,0.8,0.0,0.0,0.2,,,,,
1630271,Brodric Thomas,20-21,20.5,24.0,77,185,32,12.5,0.158,100.74,833,3.4,1.8,0.4,0.8,0.95,4.23,0.9, 0.4,18.0,9.9,3.28,2.75,0.3,0.0,0.6,,,,,
201572,Brook Lopez,20-21,20.5,33.0,84,282,70,27.2,0.166,103.68,4123,9.1,1.1,0.7,0.1,1.9,3.96,0.9, 0.3,28.4,17.8,1.4,0.39,1.2,1.6,4.0,,,,,
1628971,Bruce Brown,20-21,20.5,24.0,76,202,65,22.3,0.157,100.24,3016,6.5,1.8,0.7,0.7,1.7,4.3,0.4, 0.0,30.6,15.0,2.16,1.38,2.0,0.1,4.4,Nets,2021-04-26,2021-05-01,5,Sore_knee
203998,Bruno Caboclo,20-21,20.5,25.0,81,218,6,6.1,0.232,108.03,81,2.8,0.7,0.5,0.2,0.48,4.36,0.2, 0.2,12.3,7.2,1.72,0.68,0.5,0.0,1.5,,,,,
1628981,Bruno Fernando,20-21,20.5,22.0,81,240,33,6.8,0.133,103.78,492,1.3,0.4,0.2,0.0,0.51,4.15,0.1, 0.0,10.6,5.1,1.58,0.59,0.7,0.4,1.3,,,,,
1627854,Bryn Forbes,20-21,20.5,27.0,74,205,70,19.3,0.18,104.16,2949,7.6,1.6,1.0,0.4,1.49,4.34,2.5, 0.8,19.7,14.0,2.03,1.31,0.1,0.0,0.2,,,,,
1627741,Buddy Hield,20-21,20.5,28.0,76,220,71,34.3,0.201,101.26,5149,14.0,4.8,1.7,2.5,2.57,4.27,5.7, 3.8,54.5,32.4,2.72,2.1,0.2,0.0,0.5,,,,,
1629604,CJ Elleby,20-21,20.5,21.0,78,200,30,6.4,0.16,106.16,429,2.2,0.5,0.3,0.1,0.5,4.38,0.7, 0.3,8.6,3.8,3.65,3.02,0.1,0.0,0.4,,,,,
203468,CJ McCollum,20-21,20.5,29.0,75,190,47,34.0,0.265,100.01,3333,18.8,8.1,4.8,2.3,2.56,4.26,10.9, 5.7,65.1,28.3,4.79,4.3,0.6,0.0,0.8,,,,,
1628997,Caleb Martin,20-21,20.5,25.0,77,205,53,15.4,0.164,99.93,1696,4.8,2.4,1.0,0.9,1.26,4.57,0.7, 0.4,21.1,14.0,2.32,1.39,0.4,0.0,0.6,,,,,
1629629,Cam Reddish,20-21,20.5,21.0,80,218,26,28.9,0.183,102.8,1614,10.1,5.0,2.6,1.3,2.23,4.35,2.4, 1.2,35.0,21.7,2.52,1.73,0.7,0.0,1.6,,,,,
1629244,Cam Reynolds,20-21,20.5,26.0,79,225,5,8.1,0.182,104.93,88,3.6,0.6,0.2,0.2,0.64,4.39,0.4, 0.2,9.8,6.6,1.54,0.86,0.2,0.0,0.8,,,,,
1629661,Cameron Johnson,20-21,20.5,25.0,80,210,60,24.0,0.164,98.76,2958,8.1,2.6,1.0,1.2,1.84,4.39,1.0, 0.3,31.6,20.8,1.57,0.81,0.6,0.0,1.0,,,,,
1628419,Cameron Oliver,20-21,20.5,24.0,80,225,4,21.8,0.174,103.54,188,8.3,1.0,0.8,0.0,1.58,4.07,0.3, 0.0,41.0,21.8,1.35,0.28,2.0,1.3,2.8,,,,,
1626166,Cameron Payne,20-21,20.5,26.0,73,183,60,18.0,0.193,99.23,2233,6.6,6.3,3.0,2.6,1.36,4.28,2.1, 1.1,45.2,17.0,4.75,4.03,0.1,0.0,0.3,Suns,2021-01-09,2021-01-18,9,Sprained_ankle
1627747,Caris LeVert,20-21,20.5,26.0,78,205,47,31.6,0.279,104.41,3231,17.3,14.3,7.9,4.5,2.35,4.19,8.1, 3.3,62.7,33.1,3.96,3.69,0.9,0.1,1.2,,,,,
2546,Carmelo Anthony,20-21,20.5,37.0,79,238,69,24.5,0.228,99.23,3493,11.3,1.0,0.7,0.1,1.55,3.61,6.2, 1.4,30.0,20.0,2.88,1.46,0.7,3.2,0.7,Blazers,2021-05-08,2021-05-11,3,Sprained_ankle
1629035,Carsen Edwards,20-21,20.5,23.0,71,200,31,8.9,0.187,101.98,585,3.6,1.0,0.5,0.4,0.67,4.2,1.2, 0.6,11.7,7.0,2.4,1.75,0.1,0.0,0.3,,,,,
1630199,Cassius Stanley,20-21,20.5,21.0,77,190,24,3.9,0.198,103.13,200,1.8,0.8,0.6,0.1,0.32,4.5,0.1, 0.0,5.4,3.7,2.69,2.26,0.0,0.0,0.5,,,,,
1630216,Cassius Winston,20-21,20.5,23.0,73,185,22,4.5,0.182,102.65,208,1.5,0.9,0.4,0.3,0.34,4.34,0.7, 0.2,9.9,3.4,4.4,3.99,0.0,0.0,0.0,,,,,
1626224,Cedi Osman,20-21,20.5,26.0,79,230,59,25.6,0.198,99.0,3124,9.9,5.2,2.3,2.2,1.91,4.2,2.2, 1.2,43.2,27.7,2.77,2.04,0.5,0.1,1.1,,,,,
1628990,Chandler Hutchison,20-21,20.5,25.0,78,210,25,13.8,0.155,107.44,766,4.1,2.4,1.3,0.6,1.11,4.48,0.6, 0.1,17.5,8.8,2.04,1.13,0.4,0.1,1.2,,,,,
1629718,Charlie Brown Jr.,20-21,20.5,24.0,78,199,9,16.9,0.14,104.49,330,4.8,1.2,0.8,0.2,1.23,4.71,1.0, 0.4,15.3,10.1,2.05,1.26,0.2,0.0,0.3,,,,,
1626184,Chasson Randle,20-21,20.5,28.0,74,185,41,20.4,0.154,100.9,1759,5.8,4.3,1.6,2.1,1.57,4.34,2.2, 1.4,40.8,11.3,5.76,5.28,0.1,0.0,0.2,,,,,
1629002,Chimezie Metu,20-21,20.5,24.0,81,225,36,13.6,0.194,103.51,1063,5.0,1.2,0.6,0.4,1.01,4.18,0.9, 0.1,22.4,12.8,1.79,0.66,1.6,0.9,2.5,Kings,2021-05-02,2021-05-07,5,Sore_lower_back
1628449,Chris Boucher,20-21,20.5,28.0,81,200,60,24.2,0.202,100.04,3020,9.3,1.0,0.5,0.2,1.85,4.26,0.5, 0.2,38.8,21.5,1.6,0.46,1.5,0.2,4.8,,,,,
1629185,Chris Chiozza,20-21,20.5,25.0,71,175,22,10.6,0.2,101.44,493,4.0,4.8,1.0,3.2,0.78,4.16,1.9, 1.0,26.1,9.1,4.57,4.21,0.1,0.0,0.2,,,,,
101108,Chris Paul,20-21,20.5,36.0,72,175,70,31.4,0.221,98.92,4539,12.6,11.9,4.8,6.1,2.06,3.73,9.5, 2.6,77.4,25.5,5.56,4.84,0.3,0.3,0.3,,,,,
1629735,Chris Silva,20-21,20.5,24.0,80,234,15,6.2,0.151,104.72,201,1.1,0.3,0.2,0.1,0.5,4.52,0.1, 0.0,10.9,5.1,1.7,0.65,1.0,0.1,1.3,,,,,
1626174,Christian Wood,20-21,20.5,25.0,82,214,41,32.3,0.255,102.27,2829,15.6,4.4,2.6,0.8,2.25,3.94,2.3, 0.8,61.0,35.6,2.15,1.0,3.1,2.9,6.6,Rockets,2021-01-06,2021-01-08,2,Sore_knee
1626174,Christian Wood,20-21,20.5,25.0,82,214,41,32.3,0.255,102.27,2829,15.6,4.4,2.6,0.8,2.25,3.94,2.3, 0.8,61.0,35.6,2.15,1.0,3.1,2.9,6.6,Rockets,2021-02-05,2021-03-17,40,Sprained_ankle
1626174,Christian Wood,20-21,20.5,25.0,82,214,41,32.3,0.255,102.27,2829,15.6,4.4,2.6,0.8,2.25,3.94,2.3, 0.8,61.0,35.6,2.15,1.0,3.1,2.9,6.6,Rockets,2021-01-21,2021-01-28,7,Sprained_ankle
1629643,Chuma Okeke,20-21,20.5,22.0,78,229,45,25.2,0.142,100.85,2374,7.2,2.5,1.0,1.2,1.93,4.31,2.2, 0.6,39.6,20.8,2.0,1.07,0.7,1.1,1.4,,,,,
203991,Clint Capela,20-21,20.5,27.0,82,240,63,30.1,0.193,99.41,3927,11.0,0.5,0.3,0.1,2.18,4.09,0.1, None,47.1,24.0,1.42,0.33,3.4,1.6,12.3,,,,,
1629632,Coby White,20-21,20.5,21.0,77,195,69,31.2,0.219,101.62,4572,13.1,9.4,3.9,4.1,2.35,4.23,4.0, 1.8,66.3,24.2,4.93,4.37,0.7,0.1,0.4,,,,,
1628998,Cody Martin,20-21,20.5,25.0,77,205,52,16.3,0.123,100.16,1762,3.6,2.2,0.7,0.9,1.32,4.55,0.5, 0.1,22.4,13.5,2.45,1.48,0.3,0.0,1.1,Hornets,2021-05-03,2021-05-18,15,Sprained_ankle
